gene_id,disease_id,molecule_a,molecule_b,type_a,type_b,host_organism,positive_interaction
2126,3,il2_human_gene,RUNX1,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2127,3,il2_human_gene,TRIM28,gene,protein,Homo sapiens CD4+ T-cell,1
2128,3,il2_human_gene,ZFP90,gene,protein,Homo sapiens CD4+ T-cell,1
2129,3,il2ra_human_gene,RELA,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2130,3,il2ra_human_gene,STAT5B,gene,protein,Homo sapiens YT natural-killer-like cell,1
2131,3,il7ra_human_gene,MAFB,gene,protein,Homo sapiens mononuclear cell,1
2132,3,il8_human_gene,CEBPB,gene,protein,Homo sapiens conjunctival epithelium,1
2133,3,il8_human_gene,JUN,gene,protein,Homo sapiens conjunctival epithelium,1
2134,3,il8_human_gene,RPS3,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2135,3,IRF1,foxp3_human_gene,protein,gene,Homo sapiens T-cell,1
2136,3,IRF4,caspa_human_gene,protein,gene,Homo sapiens KMS12 myeloma cell,1
2137,3,IRF4,caspa_human_gene,protein,gene,Homo sapiens UTMC2 monoclonal plasma cell,1
2138,3,IRF4,cflar_human_gene,protein,gene,Homo sapiens KMS12 myeloma cell,1
2139,3,IRF5,tnfa_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2140,3,irx3_human_gene,NFKBIA,gene,protein,Homo sapiens keratinocyte,1
2141,3,JMJD6,dmap1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2142,3,JMJD6,kat5_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2143,3,JUN,il2_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2144,3,JUN,il8_human_gene,protein,gene,Homo sapiens Chang liver cell,1
2145,3,JUN,nox5_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
2146,3,JUN,pa24a_human_gene,protein,gene,Homo sapiens Type II pulmonary alveolar epithelial cell,1
2147,3,JUN,stim1_human_gene,protein,gene,Homo sapiens HLMVEC lung microvascular endothelial cell,1
2148,3,JUN,tnf15_human_gene,protein,gene,Homo sapiens mononuclear cell,1
2149,3,JUN,x3cl1_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
2150,3,jun_human_gene,MYC,gene,protein,Homo sapiens A172 glioblastoma cell,1
2151,3,JUNB,ccr4_human_gene,protein,gene,Homo sapiens adult T-cell lymphoma cell,1
2152,3,JUND,sox4_human_gene,protein,gene,Homo sapiens CD4+ T-cell,1
2153,3,JUND,sox4_human_gene,protein,gene,Homo sapiens HuT 102 peripheral blood cutaneous T-cell lymphoma cell,1
2154,3,KAT2B,fas_human_gene,protein,gene,Homo sapiens M059JK glioblastoma cell,1
2155,3,kat5_human_gene,BRD4,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2156,3,KAT6A,hoxa5_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2157,3,KAT6A,hoxa9_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2158,3,kdm3a_human_gene,EP300,gene,protein,Homo sapiens 22rv1 cell,1
2159,3,Klf2,s1pr1_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2160,3,klf4_human_gene,SPI1,gene,protein,Homo sapiens,1
2161,3,KLF6,il8_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2162,3,klk3_human_gene,XRCC5,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2163,3,klk3_human_gene,XRCC6,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2164,3,KMT2A,cdkn1b_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2165,3,KMT2A,msx2_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2166,3,KSR1,cdk4_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2167,3,lef1_human_gene,CTNNB1,gene,protein,Homo sapiens MD11 glioblastoma cell,1
2168,3,lef1_human_gene,CTNNB1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2169,3,lef1_human_gene,TCF7L2,gene,protein,Homo sapiens MD11 glioblastoma cell,1
2170,3,lef1_human_gene,TCF7L2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2171,3,LEO1,hoxa9_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2172,3,lyam2_mouse_gene,RELA,gene,protein,Mus musculus embryonic fibroblasts,1
2173,3,mdm2_human_gene,BRD7,gene,protein,Homo sapiens BJ foreskin fibroblast cell,1
2174,3,mdm2_human_gene,MYCN,gene,protein,Homo sapiens SK-N-DZ neuroblastoma cell,1
2175,3,MED1,podxl_human_gene,protein,gene,Homo sapiens HGEC glomerular endothelial cell,1
2176,3,MED26,hsp70_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2177,3,MED26,myc_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2178,3,mlf2_human_gene,JMJD6,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2179,3,mmp3_human_gene,STAT3,gene,protein,Homo sapiens brain microvascular endothelium,1
2180,3,mmp9_human_gene,MAFB,gene,protein,Homo sapiens mononuclear cell,1
2181,3,mmp9_human_gene,RELA,gene,protein,Homo sapiens U251 glioma cell,1
2182,3,msx2_human_gene,PPIE,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2183,3,msx2_human_gene,Q03164-PRO_0000390949,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2184,3,MTDH,il8_human_gene,protein,gene,Homo sapiens H4 neurogioma cell,1
2185,3,MYC,cdk4_human_gene,protein,gene,Homo sapiens P493-6 B-cell,1
2186,3,MYC,hes1_human_gene,protein,gene,Homo sapiens P493-6 B-cell,1
2187,3,myc_human_gene,AFF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2188,3,myc_human_gene,ELL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2189,3,myc_human_gene,FOXM1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2190,3,myc_human_gene,MLLT3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2191,3,myc_human_gene,MYB,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2192,3,myc_human_gene,POLR2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
2193,3,MYCN,apex1_mouse_gene,protein,gene,Mouse Neuroblastoma,1
2194,3,MYCN,apr_human_gene,protein,gene,Homo sapiens KELLY neuroblastoma cell,1
2195,3,MYCN,apr_human_gene,protein,gene,Homo sapiens SK-N-DZ neuroblastoma cell,1
2196,3,MYCN,mdm2_human_gene,protein,gene,Homo sapiens KELLY neuroblastoma cell,1
2197,3,MYCN,mir17hg_human_gene,protein,gene,Homo sapiens KELLY neuroblastoma cell,1
2198,3,MYCN,mir17hg_human_gene,protein,gene,Homo sapiens SK-N-DZ neuroblastoma cell,1
2199,3,mycn_human_gene,CHD7,gene,protein,Homo sapiens neuronal precursor/neural stem progenitor,1
2200,3,Ncor1,pdk4_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2201,3,NCOR1,tf65_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2202,3,NCOR2,abcbb_human_gene,protein,gene,Homo sapiens Huh7 hepatoma cell,1
2203,3,necd_human_gene,CHD7,gene,protein,Homo sapiens neuronal precursor/neural stem progenitor,1
2204,3,necd_human_gene,SOX2,gene,protein,Homo sapiens neuronal precursor/neural stem progenitor,1
2205,3,NFATC1,icam1_human_gene,protein,gene,Homo sapiens umbilical vein endotheliium,1
2206,3,NFATC1,il2_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2207,3,NFATC1,nkx23_human_gene,protein,gene,Homo sapiens B cell,1
2208,3,NFKBIA,hbx5_human_gene,protein,gene,Homo sapiens keratinocyte,1
2209,3,NFKBIA,hxb2_human_gene,protein,gene,Homo sapiens keratinocyte,1
2210,3,NFKBIZ,il6_human_gene,protein,gene,Homo sapiens decidua,1
2211,3,notc1_human_gene,CREM,gene,protein,Homo sapiens T-cell,1
2212,3,nox5_human_gene,STAT3,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
2213,3,nr0b1_human_gene,ASAH1,gene,protein,Homo sapiens H295R adrenocortical cell,1
2214,3,nr0b1_human_gene,NR5A1,gene,protein,Homo sapiens H295R adrenocortical cell,1
2215,3,NR0B2,abcbb_human_gene,protein,gene,Homo sapiens Huh7 hepatoma cell,1
2216,3,NR3C1,il10_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2217,3,NR3C1,il12b_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2218,3,NR3C1,il12b_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2219,3,NR4A1,ccnd2_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2220,3,nr4a2_human_gene,NR5A1,gene,protein,Homo sapiens H295R adrenocortical cell,1
2221,3,nucl_human_gene,MYC,gene,protein,Homo sapiens P493-6 B-cell,1
2222,3,nucl_human_gene,SIN3B,gene,protein,Homo sapiens P493-6 B-cell,1
2223,3,P19838-PRO_0000030311,bambi_human_gene,protein,gene,Homo sapiens hepatic stellate cell,1
2224,3,P19838-PRO_0000030311,ifnl1_human_gene,protein,gene,Homo sapiens BEAS-2B bronchial epithelial cell,1
2225,3,P19838-PRO_0000030311,tnf15_human_gene,protein,gene,Homo sapiens mononuclear cell,1
2226,3,P19838-PRO_0000030311,tnfl6_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2227,3,pa24a_human_gene,EP300,gene,protein,Homo sapiens Type II pulmonary alveolar epithelial cell,1
2228,3,pa24a_human_gene,FOS,gene,protein,Homo sapiens Type II pulmonary alveolar epithelial cell,1
2229,3,PARP1,fas_human_gene,protein,gene,Homo sapiens M059JK glioblastoma cell,1
2230,3,PARP1,klk3_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
2231,3,PARP1,pla1a_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
2232,3,PARP1,tmps2_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
2233,3,pckcg_human_gene,ZNF746,gene,protein,Homo sapiens SH-SY5Y cell,1
2234,3,pdk4_human_gene,ESRRA,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2235,3,pdk4_human_gene,PPARGC1A,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2236,3,pe2r4_human_gene,SP1,gene,protein,Homo sapiens T98G caucasian glioblastoma cell,1
2237,3,pla1a_human_gene,ERG,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2238,3,pla1a_human_gene,XRCC5,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2239,3,pla1a_human_gene,XRCC6,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2240,3,PML-RAR,ab1ip_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2241,3,PML-RAR,csf3r_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2242,3,PML-RAR,fes_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2243,3,PML-RAR,fril_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2244,3,PML-RAR,hck_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2245,3,PML-RAR,psb10_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2246,3,PML-RAR,tnr18_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2247,3,podxl_human_gene,H4C16,gene,protein,Homo sapiens HGEC glomerular endothelial cell,1
2248,3,podxl_human_gene,VDR,gene,protein,Homo sapiens HGEC glomerular endothelial cell,1
2249,3,POLR2A,casp7_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
2250,3,POLR2A,ccna2_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
2251,3,POLR2A,g3p_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2252,3,polr2k_human_gene,FOXK1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2253,3,POU5F1,lfty1_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2254,3,POU5F1,po5f1_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2255,3,POU5F1,sox17_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2256,3,PPIE,hoxa9_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2257,3,PRDM1,ifnl1_human_gene,protein,gene,Homo sapiens BEAS-2B bronchial epithelial cell,1
2258,3,prdm1_human_gene,BCL6,gene,protein,Homo sapiens B cell,1
2259,3,prdm1_human_gene,BCOR,gene,protein,Homo sapiens B cell,1
2260,3,prdm1_human_gene,BCOR,gene,protein,Homo sapiens OCI-LY7 B cell lymphoma cell,1
2261,3,prgc1_human_gene,ZNF746,gene,protein,Homo sapiens brain,1
2262,3,Q00653-PRO_0000030322,ifnl1_human_gene,protein,gene,Homo sapiens BEAS-2B bronchial epithelial cell,1
2263,3,Q03164-PRO_0000390949,cdkn1b_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2264,3,rarb_human_gene,PML-RAR,gene,protein,Homo sapiens U937-PR9 pro-monocytic cell,1
2265,3,RB1,casp7_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
2266,3,RB1,tp73_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
2267,3,RB1,tp73_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
2268,3,REL,foxp3_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2269,3,REL,ifnl1_human_gene,protein,gene,Homo sapiens BEAS-2B bronchial epithelial cell,1
2270,3,RELA,ccnd1_human_gene,protein,gene,Homo sapiens U251 glioma cell,1
2271,3,RELA,cxcl2_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2272,3,RELA,ifnl1_human_gene,protein,gene,Homo sapiens BEAS-2B bronchial epithelial cell,1
2273,3,RELA,il12b_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2274,3,RELA,il6_human_gene,protein,gene,Homo sapiens HEK293FT embryonic kidney cell,1
2275,3,RELA,nod2_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2276,3,RELA,stim1_human_gene,protein,gene,Homo sapiens HLMVEC lung microvascular endothelial cell,1
2277,3,RELA,vegfa_human_gene,protein,gene,Homo sapiens U251 glioma cell,1
2278,3,rl3_human_gene,SIRT6,gene,protein,Homo sapiens H1 embryonic stem cell,1
2279,3,rnls_human_gene,SP1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2280,3,rnls_human_gene,STAT3,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2281,3,RORA,st2a1_human_gene,protein,gene,Homo sapiens Huh7 hepatoma cell,1
2282,3,RORC,st2a1_human_gene,protein,gene,Homo sapiens Huh7 hepatoma cell,1
2283,3,rorg_human_gene,USF2,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2284,3,rpl22_human_gene,FOXK1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2285,3,RPS3,ikba_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2286,3,RPS3,ikba_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2287,3,RPS3,il2_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2288,3,RPS3,il8_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2289,3,rs15a_human_gene,SIRT6,gene,protein,Homo sapiens H1 embryonic stem cell,1
2290,3,RXRA,co1a1_human_gene,protein,gene,Homo sapiens LX-2 hepatic stellate cell,1
2291,3,RXRA,fril_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2292,3,RXRA,pld1_human_gene,protein,gene,Homo sapiens HaCaT keratinocyte cell,1
2293,3,RXRA,rarb_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2294,3,s5a1_human_gene,MYC,gene,protein,Homo sapiens P493-6 B-cell,1
2295,3,s5a1_human_gene,SIN3B,gene,protein,Homo sapiens P493-6 B-cell,1
2296,3,SIN3B,cdk4_human_gene,protein,gene,Homo sapiens P493-6 B-cell,1
2297,3,SIN3B,hes1_human_gene,protein,gene,Homo sapiens P493-6 B-cell,1
2298,3,SIRT1,gli1_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
2299,3,SIRT1,gli2_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
2300,3,SIRT1,hes5_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
2301,3,SIRT6,rl23_human_gene,protein,gene,Homo sapiens H1 embryonic stem cell,1
2302,3,SIRT6,rl6_huma_gene,protein,gene,Homo sapiens H1 embryonic stem cell,1
2303,3,SMAD1,id1_mouse_gene,protein,gene,Mouse C3H muscle myoblast,1
2304,3,SMAD1,smad7_mouse_gene,protein,gene,Mouse C3H muscle myoblast,1
2305,3,SMAD3,lfty1_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2306,3,SMAD3,po5f1_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2307,3,SMAD3,stat3_human_gene,protein,gene,Homo sapiens PLC/PRF/5 malignant hepatoma cell,1
2308,3,SMAD3,zeb2_human_gene,protein,gene,Homo sapiens MCF10a non-transformed breast epithelial cell,1
2309,3,SMAD4,nkx25_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2310,3,SMAD4,tbx6_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
2311,3,SMARCA2,il6_human_gene,protein,gene,Homo sapiens HEK293FT embryonic kidney cell,1
2312,3,SNAI1,fos_human_gene,protein,gene,Homo sapiens HMLE mammary epithelial cell,1
2313,3,sox17_human_gene,POU5F1,gene,protein,Homo sapiens ES embryonic stem cell,1
2314,3,sox17_human_gene,POU5F1,gene,protein,Homo sapiens IPS induced pluripotent stem cell,1
2315,3,SOX2,jag1_human_gene,protein,gene,Homo sapiens neuronal precursor/neural stem progenitor,1
2316,3,SOX2,mycn_human_gene,protein,gene,Homo sapiens neuronal precursor/neural stem progenitor,1
2317,3,sox2_human_gene,SMARCC1,gene,protein,Homo sapiens diploid fibroblast,1
2318,3,sox2_human_gene,SS18,gene,protein,Homo sapiens diploid fibroblast,1
2319,3,SP1,ccng2_human_gene,protein,gene,Homo sapiens SK-N-BE(2) neuroblastoma cell,1
2320,3,SP1,co1a1_human_gene,protein,gene,Homo sapiens LX-2 hepatic stellate cell,1
2321,3,SP1,nox5_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
2322,3,Sp3,prkra_human_gene,protein,gene,In vitro,1
2323,3,SP6,sphk1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2324,3,SPI1,ab1ip_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2325,3,SPI1,csf3r_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2326,3,SPI1,fes_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2327,3,SPI1,fril_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2328,3,SPI1,hck_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2329,3,SPI1,psb10_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2330,3,SPI1,tnr18_human_gene,protein,gene,Homo sapiens U937-PR9 pro-monocytic cell,1
2331,3,spi1_human_gene,PML-RAR,gene,protein,Homo sapiens U937-PR9 pro-monocytic cell,1
2332,3,SPTBN1,stat3_human_gene,protein,gene,Homo sapiens PLC/PRF/5 malignant hepatoma cell,1
2333,3,SYT-SSX1,sox2_human_gene,protein,gene,Homo sapiens diploid fibroblast,1
2334,3,st2a1_human_gene,NR1I3,gene,protein,Homo sapiens Huh7 hepatoma cell,1
2335,3,star_human_gene,ASAH1,gene,protein,Homo sapiens H295R adrenocortical cell,1
2336,3,star_human_gene,CEBPB,gene,protein,Homo sapiens KGN ovarian granulosa cell,1
2337,3,star_human_gene,CEBPB,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2338,3,STAT1,egln3_human_gene,protein,gene,Homo sapiens umbilical vein endotheliium,1
2339,3,STAT1,nox5_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
2340,3,STAT1,x3cl1_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
2341,3,STAT3,il10_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
2342,3,STAT3,mafb_human_gene,protein,gene,Homo sapiens mononuclear cell,1
2343,3,Stat3,mmp3_human_gene,protein,gene,Homo sapiens brain microvascular endothelium,1
2344,3,stat3_human_gene,ATF3,gene,protein,Homo sapiens PLC/PRF/5 malignant hepatoma cell,1
2345,3,stat3_human_gene,ATF4,gene,protein,Homo sapiens PLC/PRF/5 malignant hepatoma cell,1
2346,3,stat3_human_gene,SMAD3,gene,protein,Homo sapiens PLC/PRF/5 malignant hepatoma cell,1
2347,3,STAT5B,fosl2_human_gene,protein,gene,Homo sapiens T-lymphoblast,1
2348,3,stim1_human_gene,FOS,gene,protein,Homo sapiens HLMVEC lung microvascular endothelial cell,1
2349,3,taf12_human_gene,FOXK1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
2350,3,TBP,myc_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
2351,3,TCF7L2,axin2_human_gene,protein,gene,Homo sapiens MD11 glioblastoma cell,1
2352,3,tgif1_human_gene,CTNNB1,gene,protein,Homo sapiens HMLE mammary epithelial cell,1
2353,3,tgif1_human_gene,TCF7L2,gene,protein,Homo sapiens HMLE mammary epithelial cell,1
2354,3,tmps2_human_gene,XRCC5,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2355,3,tmps2_human_gene,XRCC6,gene,protein,Homo sapiens RWPE1 epithelial cell,1
2356,3,tnfa_human_gene,IRF5,gene,protein,Homo sapiens monocyte-derived dendritic cell,1
2357,3,tnfa_human_gene,POLR2A,gene,protein,Homo sapiens monocyte-derived dendritic cell,1
2358,3,tnfl6_human_gene,CTNNB1,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2359,3,tnfl6_human_gene,NR3C1,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2360,3,tnfl6_human_gene,TCF4,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
2361,3,TOP2B,fas_human_gene,protein,gene,Homo sapiens M059JK glioblastoma cell,1
2362,3,TP73,hist1h2bj_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
2363,3,tp73_human_gene,POLR2A,gene,protein,Homo sapiens T98G caucasian glioblastoma cell,1
2364,3,TWIST1,fosl1_human_gene,protein,gene,Homo sapiens HMLE mammary epithelial cell,1
2365,3,UBN1,ccna2_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
2366,3,UBN1,ccna2_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
2367,3,USF1,rorg_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
2368,3,VDR,co1a1_human_gene,protein,gene,Homo sapiens LX-2 hepatic stellate cell,1
2369,3,VDR,pld1_human_gene,protein,gene,Homo sapiens HaCaT keratinocyte cell,1
2370,3,x3cl1_human_gene,RELA,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
2371,3,x3cl1_human_gene,STAT3,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
2372,3,XRCC5,fkbp5_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
2373,3,YAP1,1433s_human_gene,protein,gene,Homo sapiens MCF10a non-transformed breast epithelial cell,1
